"Step","0302125358 - train_accuracy","0302125358 - train_accuracy__MIN","0302125358 - train_accuracy__MAX"
"783","0.90625","0.90625","0.90625"
"784","1","1","1"
"785","0.90625","0.90625","0.90625"
"786","0.9375","0.9375","0.9375"
"787","0.90625","0.90625","0.90625"
"788","0.9375","0.9375","0.9375"
"789","0.875","0.875","0.875"
"790","0.84375","0.84375","0.84375"
"791","0.96875","0.96875","0.96875"
"792","0.9375","0.9375","0.9375"
"793","0.9375","0.9375","0.9375"
"794","0.875","0.875","0.875"
"795","1","1","1"
"796","0.96875","0.96875","0.96875"
"797","0.96875","0.96875","0.96875"
"798","1","1","1"
"799","0.9375","0.9375","0.9375"
"800","1","1","1"
"801","0.90625","0.90625","0.90625"
"802","0.90625","0.90625","0.90625"
"803","0.875","0.875","0.875"
"804","0.96875","0.96875","0.96875"
"805","0.9375","0.9375","0.9375"
"806","0.96875","0.96875","0.96875"
"807","0.9375","0.9375","0.9375"
"808","0.9375","0.9375","0.9375"
"809","0.96875","0.96875","0.96875"
"810","0.9375","0.9375","0.9375"
"811","0.96875","0.96875","0.96875"
"812","0.96875","0.96875","0.96875"
"813","0.9375","0.9375","0.9375"
"814","0.96875","0.96875","0.96875"
"815","0.9375","0.9375","0.9375"
"816","0.96875","0.96875","0.96875"
"817","0.875","0.875","0.875"
"818","1","1","1"
"819","1","1","1"
"820","0.9375","0.9375","0.9375"
"821","0.84375","0.84375","0.84375"
"822","1","1","1"
"823","0.9375","0.9375","0.9375"
"824","0.96875","0.96875","0.96875"
"825","1","1","1"
"826","0.9375","0.9375","0.9375"
"827","0.96875","0.96875","0.96875"
"828","0.9375","0.9375","0.9375"
"829","0.96875","0.96875","0.96875"
"830","0.9375","0.9375","0.9375"
"831","0.84375","0.84375","0.84375"
"832","0.9375","0.9375","0.9375"
"833","0.9375","0.9375","0.9375"
"834","0.9375","0.9375","0.9375"
"835","0.90625","0.90625","0.90625"
"836","0.875","0.875","0.875"
"837","0.90625","0.90625","0.90625"
"838","0.96875","0.96875","0.96875"
"839","0.90625","0.90625","0.90625"
"840","0.96875","0.96875","0.96875"
"841","0.9375","0.9375","0.9375"
"842","0.84375","0.84375","0.84375"
"843","0.96875","0.96875","0.96875"
"844","0.9375","0.9375","0.9375"
"845","1","1","1"
"846","0.9375","0.9375","0.9375"
"847","0.96875","0.96875","0.96875"
"848","0.96875","0.96875","0.96875"
"849","0.90625","0.90625","0.90625"
"850","0.96875","0.96875","0.96875"
"851","1","1","1"
"852","0.8125","0.8125","0.8125"
"853","1","1","1"
"854","0.9375","0.9375","0.9375"
"855","0.90625","0.90625","0.90625"
"856","0.875","0.875","0.875"
"857","1","1","1"
"858","0.96875","0.96875","0.96875"
"859","0.96875","0.96875","0.96875"
"860","1","1","1"
"861","0.9375","0.9375","0.9375"
"862","1","1","1"
"863","0.90625","0.90625","0.90625"
"864","0.9375","0.9375","0.9375"
"865","1","1","1"
"866","0.9375","0.9375","0.9375"
"867","0.90625","0.90625","0.90625"
"868","0.90625","0.90625","0.90625"
"869","0.9375","0.9375","0.9375"
"870","1","1","1"
"871","0.84375","0.84375","0.84375"
"872","0.90625","0.90625","0.90625"
"873","0.96875","0.96875","0.96875"
"874","0.90625","0.90625","0.90625"
"875","0.90625","0.90625","0.90625"
"876","0.96875","0.96875","0.96875"
"877","0.84375","0.84375","0.84375"
"878","0.9375","0.9375","0.9375"
"879","0.9375","0.9375","0.9375"
"880","1","1","1"
"881","0.90625","0.90625","0.90625"
"882","0.875","0.875","0.875"
"883","1","1","1"
"884","0.8125","0.8125","0.8125"
"885","0.90625","0.90625","0.90625"
"886","1","1","1"
"887","0.90625","0.90625","0.90625"
"888","0.9375","0.9375","0.9375"
"889","0.90625","0.90625","0.90625"
"890","0.90625","0.90625","0.90625"
"891","0.96875","0.96875","0.96875"
"892","0.96875","0.96875","0.96875"
"893","0.90625","0.90625","0.90625"
"894","0.96875","0.96875","0.96875"
"895","0.9375","0.9375","0.9375"
"896","0.96875","0.96875","0.96875"
"897","0.96875","0.96875","0.96875"
"898","0.90625","0.90625","0.90625"
"899","0.9375","0.9375","0.9375"
"900","0.9375","0.9375","0.9375"
"901","1","1","1"
"902","0.9375","0.9375","0.9375"
"903","1","1","1"
"904","0.96875","0.96875","0.96875"
"905","0.96875","0.96875","0.96875"
"906","0.96875","0.96875","0.96875"
"907","0.90625","0.90625","0.90625"
"908","0.90625","0.90625","0.90625"
"909","0.9375","0.9375","0.9375"
"910","1","1","1"
"911","0.90625","0.90625","0.90625"
"912","0.96875","0.96875","0.96875"
"913","1","1","1"
"914","0.9375","0.9375","0.9375"
"915","0.96875","0.96875","0.96875"
"916","0.96875","0.96875","0.96875"
"917","0.90625","0.90625","0.90625"
"918","0.96875","0.96875","0.96875"
"919","0.96875","0.96875","0.96875"
"920","0.9375","0.9375","0.9375"
"921","0.9375","0.9375","0.9375"
"922","1","1","1"
"923","0.90625","0.90625","0.90625"
"924","1","1","1"
"925","0.90625","0.90625","0.90625"
"926","0.84375","0.84375","0.84375"
"927","0.9375","0.9375","0.9375"
"928","0.875","0.875","0.875"
"929","0.96875","0.96875","0.96875"
"930","0.90625","0.90625","0.90625"
"931","1","1","1"
"932","0.96875","0.96875","0.96875"
"933","0.96875","0.96875","0.96875"
"934","0.96875","0.96875","0.96875"
"935","0.90625","0.90625","0.90625"
"936","0.90625","0.90625","0.90625"
"937","0.9375","0.9375","0.9375"
"938","0.8125","0.8125","0.8125"
"939","0.875","0.875","0.875"
"940","0.96875","0.96875","0.96875"
"941","0.96875","0.96875","0.96875"
"942","0.96875","0.96875","0.96875"
"943","0.96875","0.96875","0.96875"
"944","1","1","1"
"945","0.96875","0.96875","0.96875"
"946","0.875","0.875","0.875"
"947","0.90625","0.90625","0.90625"
"948","0.96875","0.96875","0.96875"
"949","1","1","1"
"950","1","1","1"
"951","0.875","0.875","0.875"
"952","1","1","1"
"953","0.9375","0.9375","0.9375"
"954","0.96875","0.96875","0.96875"
"955","0.96875","0.96875","0.96875"
"956","0.96875","0.96875","0.96875"
"957","0.90625","0.90625","0.90625"
"958","0.875","0.875","0.875"
"959","0.9375","0.9375","0.9375"
"960","0.96875","0.96875","0.96875"
"961","1","1","1"
"962","0.96875","0.96875","0.96875"
"963","1","1","1"
"964","0.90625","0.90625","0.90625"
"965","0.90625","0.90625","0.90625"
"966","0.875","0.875","0.875"
"967","0.96875","0.96875","0.96875"
"968","1","1","1"
"969","0.9375","0.9375","0.9375"
"970","1","1","1"
"971","0.9375","0.9375","0.9375"
"972","0.9375","0.9375","0.9375"
"973","0.8125","0.8125","0.8125"
"974","0.96875","0.96875","0.96875"
"975","0.9375","0.9375","0.9375"
"976","0.9375","0.9375","0.9375"
"977","0.9375","0.9375","0.9375"
"978","0.9375","0.9375","0.9375"
"979","0.9375","0.9375","0.9375"
"980","0.90625","0.90625","0.90625"
"981","1","1","1"
"982","0.9375","0.9375","0.9375"
"983","0.9375","0.9375","0.9375"
"984","1","1","1"
"985","0.9375","0.9375","0.9375"
"986","0.9375","0.9375","0.9375"
"987","0.96875","0.96875","0.96875"
"988","0.9375","0.9375","0.9375"
"989","0.96875","0.96875","0.96875"
"990","1","1","1"
"991","1","1","1"
"992","0.9375","0.9375","0.9375"
"993","0.84375","0.84375","0.84375"
"994","0.90625","0.90625","0.90625"
"995","0.96875","0.96875","0.96875"
"996","0.96875","0.96875","0.96875"
"997","1","1","1"
"998","0.96875","0.96875","0.96875"
"999","0.96875","0.96875","0.96875"
"1000","0.96875","0.96875","0.96875"
"1001","0.9375","0.9375","0.9375"
"1002","1","1","1"
"1003","0.9375","0.9375","0.9375"
"1004","0.875","0.875","0.875"
"1005","1","1","1"
"1006","0.90625","0.90625","0.90625"
"1007","0.90625","0.90625","0.90625"
"1008","0.9375","0.9375","0.9375"
"1009","0.90625","0.90625","0.90625"
"1010","0.96875","0.96875","0.96875"
"1011","0.90625","0.90625","0.90625"
"1012","1","1","1"
"1013","0.9375","0.9375","0.9375"
"1014","0.96875","0.96875","0.96875"
"1015","0.90625","0.90625","0.90625"
"1016","0.9375","0.9375","0.9375"
"1017","0.9375","0.9375","0.9375"
"1018","0.90625","0.90625","0.90625"
"1019","0.9375","0.9375","0.9375"
"1020","0.96875","0.96875","0.96875"
"1021","0.96875","0.96875","0.96875"
"1022","0.9375","0.9375","0.9375"
"1023","1","1","1"
"1024","0.8125","0.8125","0.8125"
"1025","0.96875","0.96875","0.96875"
"1026","0.96875","0.96875","0.96875"
"1027","0.9375","0.9375","0.9375"
"1028","1","1","1"
"1029","0.96875","0.96875","0.96875"
"1030","0.96875","0.96875","0.96875"
"1031","1","1","1"
"1032","1","1","1"
"1033","0.8125","0.8125","0.8125"
"1034","0.96875","0.96875","0.96875"
"1035","0.9375","0.9375","0.9375"
"1036","0.96875","0.96875","0.96875"
"1037","0.875","0.875","0.875"
"1038","0.875","0.875","0.875"
"1039","0.9375","0.9375","0.9375"
"1040","0.90625","0.90625","0.90625"
"1041","0.90625","0.90625","0.90625"
"1042","1","1","1"
"1043","0.9375","0.9375","0.9375"
"1044","0.96875","0.96875","0.96875"
"1045","1","1","1"
"1046","0.96875","0.96875","0.96875"
"1047","0.9375","0.9375","0.9375"
"1048","0.84375","0.84375","0.84375"
"1049","0.84375","0.84375","0.84375"
"1050","0.96875","0.96875","0.96875"
"1051","1","1","1"
"1052","0.9375","0.9375","0.9375"
"1053","1","1","1"
"1054","0.9375","0.9375","0.9375"
"1055","0.96875","0.96875","0.96875"
"1056","0.96875","0.96875","0.96875"
"1057","0.9375","0.9375","0.9375"
"1058","0.96875","0.96875","0.96875"
"1059","0.90625","0.90625","0.90625"
"1060","0.96875","0.96875","0.96875"
"1061","1","1","1"
"1062","0.9375","0.9375","0.9375"
"1063","1","1","1"
"1064","1","1","1"
"1065","0.9375","0.9375","0.9375"
"1066","1","1","1"
"1067","0.96875","0.96875","0.96875"
"1068","0.9375","0.9375","0.9375"
"1069","1","1","1"
"1070","0.90625","0.90625","0.90625"
"1071","0.96875","0.96875","0.96875"
"1072","0.9375","0.9375","0.9375"
"1073","0.96875","0.96875","0.96875"
"1074","1","1","1"
"1075","0.9375","0.9375","0.9375"
"1076","0.96875","0.96875","0.96875"
"1077","0.96875","0.96875","0.96875"
"1078","0.96875","0.96875","0.96875"
"1079","0.9375","0.9375","0.9375"
"1080","0.96875","0.96875","0.96875"
"1081","0.96875","0.96875","0.96875"
"1082","0.90625","0.90625","0.90625"
"1083","0.96875","0.96875","0.96875"
"1084","0.96875","0.96875","0.96875"
"1085","1","1","1"
"1086","0.96875","0.96875","0.96875"
"1087","0.90625","0.90625","0.90625"
"1088","0.9375","0.9375","0.9375"
"1089","0.875","0.875","0.875"
"1090","0.96875","0.96875","0.96875"
"1091","0.9375","0.9375","0.9375"
"1092","0.90625","0.90625","0.90625"
"1093","0.875","0.875","0.875"
"1094","0.9375","0.9375","0.9375"
"1095","0.9375","0.9375","0.9375"
"1096","0.96875","0.96875","0.96875"
"1097","0.96875","0.96875","0.96875"
"1098","0.9375","0.9375","0.9375"
"1099","1","1","1"
"1100","0.90625","0.90625","0.90625"
"1101","1","1","1"
"1102","0.96875","0.96875","0.96875"
"1103","1","1","1"
"1104","1","1","1"
"1105","0.875","0.875","0.875"
"1106","0.96875","0.96875","0.96875"
"1107","0.96875","0.96875","0.96875"
"1108","1","1","1"
"1109","0.9375","0.9375","0.9375"
"1110","0.96875","0.96875","0.96875"
"1111","0.9375","0.9375","0.9375"
"1112","0.90625","0.90625","0.90625"
"1113","0.875","0.875","0.875"
"1114","0.9375","0.9375","0.9375"
"1115","0.90625","0.90625","0.90625"
"1116","0.96875","0.96875","0.96875"
"1117","0.875","0.875","0.875"
"1118","0.875","0.875","0.875"
"1119","0.9375","0.9375","0.9375"
"1120","1","1","1"
"1121","0.96875","0.96875","0.96875"
"1122","0.96875","0.96875","0.96875"
"1123","0.90625","0.90625","0.90625"
"1124","1","1","1"
"1125","0.90625","0.90625","0.90625"
"1126","0.90625","0.90625","0.90625"
"1128","0.90625","0.90625","0.90625"
"1129","0.90625","0.90625","0.90625"
"1130","0.96875","0.96875","0.96875"
"1131","0.9375","0.9375","0.9375"
"1132","0.96875","0.96875","0.96875"
"1133","0.9375","0.9375","0.9375"
"1134","0.96875","0.96875","0.96875"
"1135","0.875","0.875","0.875"
"1136","0.96875","0.96875","0.96875"
"1137","0.96875","0.96875","0.96875"
"1138","0.90625","0.90625","0.90625"
"1139","1","1","1"
"1140","0.9375","0.9375","0.9375"
"1141","1","1","1"
"1142","0.96875","0.96875","0.96875"
"1143","0.90625","0.90625","0.90625"
"1144","0.96875","0.96875","0.96875"
"1145","0.9375","0.9375","0.9375"
"1146","0.9375","0.9375","0.9375"
"1147","0.9375","0.9375","0.9375"
"1148","1","1","1"
"1149","0.90625","0.90625","0.90625"
"1150","0.875","0.875","0.875"
"1151","1","1","1"
"1152","0.96875","0.96875","0.96875"
"1153","0.96875","0.96875","0.96875"
"1154","1","1","1"
"1155","0.90625","0.90625","0.90625"
"1156","0.90625","0.90625","0.90625"
"1157","0.96875","0.96875","0.96875"
"1158","0.9375","0.9375","0.9375"
"1159","1","1","1"
"1160","0.96875","0.96875","0.96875"
"1161","0.9375","0.9375","0.9375"
"1162","0.96875","0.96875","0.96875"
"1163","0.9375","0.9375","0.9375"
"1164","0.90625","0.90625","0.90625"
"1165","0.96875","0.96875","0.96875"
"1166","0.96875","0.96875","0.96875"
"1167","0.9375","0.9375","0.9375"
"1168","0.9375","0.9375","0.9375"
"1169","0.96875","0.96875","0.96875"
"1170","0.9375","0.9375","0.9375"
"1171","0.96875","0.96875","0.96875"
"1172","0.9375","0.9375","0.9375"
"1173","0.96875","0.96875","0.96875"
"1174","0.9375","0.9375","0.9375"
"1175","0.96875","0.96875","0.96875"
"1176","1","1","1"
"1177","0.90625","0.90625","0.90625"
"1178","0.875","0.875","0.875"
"1179","0.90625","0.90625","0.90625"
"1180","0.9375","0.9375","0.9375"
"1181","1","1","1"
"1182","1","1","1"
"1183","1","1","1"
"1184","0.9375","0.9375","0.9375"
"1185","0.9375","0.9375","0.9375"
"1186","0.9375","0.9375","0.9375"
"1187","1","1","1"
"1188","0.9375","0.9375","0.9375"
"1189","0.9375","0.9375","0.9375"
"1190","0.96875","0.96875","0.96875"
"1191","0.9375","0.9375","0.9375"
"1192","0.9375","0.9375","0.9375"
"1193","0.96875","0.96875","0.96875"
"1194","0.90625","0.90625","0.90625"
"1195","0.9375","0.9375","0.9375"
"1196","0.9375","0.9375","0.9375"
"1197","0.96875","0.96875","0.96875"
"1198","0.96875","0.96875","0.96875"
"1199","0.96875","0.96875","0.96875"
"1200","0.96875","0.96875","0.96875"
"1201","1","1","1"
"1202","0.9375","0.9375","0.9375"
"1203","0.9375","0.9375","0.9375"
"1204","0.90625","0.90625","0.90625"
"1205","0.96875","0.96875","0.96875"
"1206","0.9375","0.9375","0.9375"
"1207","0.9375","0.9375","0.9375"
"1208","0.9375","0.9375","0.9375"
"1209","0.96875","0.96875","0.96875"
"1210","0.84375","0.84375","0.84375"
"1211","0.9375","0.9375","0.9375"
"1212","1","1","1"
"1213","0.96875","0.96875","0.96875"
"1214","0.96875","0.96875","0.96875"
"1215","0.9375","0.9375","0.9375"
"1216","0.96875","0.96875","0.96875"
"1217","1","1","1"
"1218","0.9375","0.9375","0.9375"
"1219","1","1","1"
"1220","0.96875","0.96875","0.96875"
"1221","0.96875","0.96875","0.96875"
"1222","0.96875","0.96875","0.96875"
"1223","0.96875","0.96875","0.96875"
"1224","0.90625","0.90625","0.90625"
"1225","0.96875","0.96875","0.96875"
"1226","1","1","1"
"1227","0.9375","0.9375","0.9375"
"1228","1","1","1"
"1229","0.90625","0.90625","0.90625"
"1230","0.96875","0.96875","0.96875"
"1231","0.875","0.875","0.875"
"1232","1","1","1"
"1233","0.96875","0.96875","0.96875"
"1234","0.875","0.875","0.875"
"1235","1","1","1"
"1236","0.9375","0.9375","0.9375"
"1237","0.84375","0.84375","0.84375"
"1238","0.875","0.875","0.875"
"1239","0.96875","0.96875","0.96875"
"1240","0.90625","0.90625","0.90625"
"1241","0.96875","0.96875","0.96875"
"1242","0.9375","0.9375","0.9375"
"1243","0.96875","0.96875","0.96875"
"1244","1","1","1"
"1245","0.96875","0.96875","0.96875"
"1246","0.96875","0.96875","0.96875"
"1247","1","1","1"
"1248","0.875","0.875","0.875"
"1249","0.90625","0.90625","0.90625"
"1250","0.96875","0.96875","0.96875"
"1251","0.96875","0.96875","0.96875"
"1252","1","1","1"
"1253","0.96875","0.96875","0.96875"
"1254","0.96875","0.96875","0.96875"
"1255","0.96875","0.96875","0.96875"
"1256","0.96875","0.96875","0.96875"
"1257","1","1","1"
"1258","1","1","1"
"1259","0.875","0.875","0.875"
"1260","1","1","1"
"1261","0.96875","0.96875","0.96875"
"1262","0.96875","0.96875","0.96875"
"1263","0.9375","0.9375","0.9375"
"1264","0.90625","0.90625","0.90625"
"1265","0.96875","0.96875","0.96875"
"1266","0.96875","0.96875","0.96875"
"1267","0.96875","0.96875","0.96875"
"1268","0.875","0.875","0.875"
"1269","1","1","1"
"1270","1","1","1"
"1271","0.96875","0.96875","0.96875"
"1272","1","1","1"
"1273","0.90625","0.90625","0.90625"
"1274","0.96875","0.96875","0.96875"
"1275","0.96875","0.96875","0.96875"
"1276","1","1","1"
"1277","0.9375","0.9375","0.9375"
"1278","0.9375","0.9375","0.9375"
"1279","0.9375","0.9375","0.9375"
"1280","0.90625","0.90625","0.90625"
"1281","0.9375","0.9375","0.9375"
"1282","0.96875","0.96875","0.96875"
"1283","0.90625","0.90625","0.90625"
"1284","0.9375","0.9375","0.9375"
"1285","0.96875","0.96875","0.96875"
"1286","0.9375","0.9375","0.9375"
"1287","1","1","1"
"1288","0.9375","0.9375","0.9375"
"1289","0.9375","0.9375","0.9375"
"1290","0.90625","0.90625","0.90625"
"1291","1","1","1"
"1292","0.96875","0.96875","0.96875"
"1293","0.90625","0.90625","0.90625"
"1294","0.96875","0.96875","0.96875"
"1295","0.84375","0.84375","0.84375"
"1296","0.875","0.875","0.875"
"1297","0.96875","0.96875","0.96875"
"1298","0.96875","0.96875","0.96875"
"1299","1","1","1"
"1300","0.90625","0.90625","0.90625"
"1301","0.9375","0.9375","0.9375"
"1302","0.84375","0.84375","0.84375"
"1303","0.875","0.875","0.875"
"1304","0.90625","0.90625","0.90625"
"1305","0.9375","0.9375","0.9375"
"1306","0.96875","0.96875","0.96875"
"1307","1","1","1"
"1308","0.90625","0.90625","0.90625"
"1309","1","1","1"
"1310","0.96875","0.96875","0.96875"
"1311","0.90625","0.90625","0.90625"
"1312","0.96875","0.96875","0.96875"
"1313","0.875","0.875","0.875"
"1314","1","1","1"
"1315","0.96875","0.96875","0.96875"
"1316","1","1","1"
"1317","0.96875","0.96875","0.96875"
"1318","0.96875","0.96875","0.96875"
"1319","0.90625","0.90625","0.90625"
"1320","0.96875","0.96875","0.96875"
"1321","0.9375","0.9375","0.9375"
"1322","0.96875","0.96875","0.96875"
"1323","0.9375","0.9375","0.9375"
"1324","0.9375","0.9375","0.9375"
"1325","0.9375","0.9375","0.9375"
"1326","0.90625","0.90625","0.90625"
"1327","0.96875","0.96875","0.96875"
"1328","0.90625","0.90625","0.90625"
"1329","0.9375","0.9375","0.9375"
"1330","0.90625","0.90625","0.90625"
"1331","0.875","0.875","0.875"
"1332","0.9375","0.9375","0.9375"
"1333","0.96875","0.96875","0.96875"
"1334","1","1","1"
"1335","0.90625","0.90625","0.90625"
"1336","0.9375","0.9375","0.9375"
"1337","0.90625","0.90625","0.90625"
"1338","0.875","0.875","0.875"
"1339","1","1","1"
"1340","0.90625","0.90625","0.90625"
"1341","0.9375","0.9375","0.9375"
"1342","0.90625","0.90625","0.90625"
"1343","0.875","0.875","0.875"
"1344","0.96875","0.96875","0.96875"
"1345","0.96875","0.96875","0.96875"
"1346","0.9375","0.9375","0.9375"
"1347","1","1","1"
"1348","0.90625","0.90625","0.90625"
"1349","0.96875","0.96875","0.96875"
"1350","0.90625","0.90625","0.90625"
"1351","0.9375","0.9375","0.9375"
"1352","0.9375","0.9375","0.9375"
"1353","0.9375","0.9375","0.9375"
"1354","0.9375","0.9375","0.9375"
"1355","0.90625","0.90625","0.90625"
"1356","0.9375","0.9375","0.9375"
"1357","0.9375","0.9375","0.9375"
"1358","0.96875","0.96875","0.96875"
"1359","1","1","1"
"1360","0.96875","0.96875","0.96875"
"1361","1","1","1"
"1362","0.96875","0.96875","0.96875"
"1363","0.875","0.875","0.875"
"1364","1","1","1"
"1365","0.96875","0.96875","0.96875"
"1366","0.96875","0.96875","0.96875"
"1367","1","1","1"
"1368","0.875","0.875","0.875"
"1369","0.96875","0.96875","0.96875"
"1370","0.875","0.875","0.875"
"1371","0.96875","0.96875","0.96875"
"1372","0.9375","0.9375","0.9375"
"1373","0.9375","0.9375","0.9375"
"1374","1","1","1"
"1375","0.9375","0.9375","0.9375"
"1376","1","1","1"
"1377","0.96875","0.96875","0.96875"
"1378","0.96875","0.96875","0.96875"
"1379","0.90625","0.90625","0.90625"
"1380","0.96875","0.96875","0.96875"
"1381","0.9375","0.9375","0.9375"
"1382","0.90625","0.90625","0.90625"
"1383","0.9375","0.9375","0.9375"
"1384","0.96875","0.96875","0.96875"
"1385","0.90625","0.90625","0.90625"
"1386","0.9375","0.9375","0.9375"
"1387","0.96875","0.96875","0.96875"
"1388","1","1","1"
"1389","1","1","1"
"1390","0.9375","0.9375","0.9375"
"1391","0.96875","0.96875","0.96875"
"1392","0.90625","0.90625","0.90625"
"1393","0.96875","0.96875","0.96875"
"1394","1","1","1"
"1395","1","1","1"
"1396","0.96875","0.96875","0.96875"
"1397","0.9375","0.9375","0.9375"
"1398","1","1","1"
"1399","0.90625","0.90625","0.90625"
"1400","0.9375","0.9375","0.9375"
"1401","0.9375","0.9375","0.9375"
"1402","0.96875","0.96875","0.96875"
"1403","0.96875","0.96875","0.96875"
"1404","0.96875","0.96875","0.96875"
"1405","0.90625","0.90625","0.90625"
"1406","0.96875","0.96875","0.96875"
"1407","0.96875","0.96875","0.96875"
"1408","0.90625","0.90625","0.90625"
"1409","0.96875","0.96875","0.96875"
"1410","0.96875","0.96875","0.96875"
"1411","1","1","1"
"1412","0.9375","0.9375","0.9375"
"1413","1","1","1"
"1414","0.96875","0.96875","0.96875"
"1415","0.96875","0.96875","0.96875"
"1416","0.84375","0.84375","0.84375"
"1417","0.96875","0.96875","0.96875"
"1418","0.84375","0.84375","0.84375"
"1419","0.9375","0.9375","0.9375"
"1420","0.9375","0.9375","0.9375"
"1421","1","1","1"
"1422","1","1","1"
"1423","0.9375","0.9375","0.9375"
"1424","0.96875","0.96875","0.96875"
"1425","0.9375","0.9375","0.9375"
"1426","0.875","0.875","0.875"
"1427","0.9375","0.9375","0.9375"
"1428","1","1","1"
"1429","0.84375","0.84375","0.84375"
"1430","0.90625","0.90625","0.90625"
"1431","1","1","1"
"1432","0.90625","0.90625","0.90625"
"1433","0.96875","0.96875","0.96875"
"1434","0.96875","0.96875","0.96875"
"1435","0.90625","0.90625","0.90625"
"1436","1","1","1"
"1437","0.96875","0.96875","0.96875"
"1438","0.90625","0.90625","0.90625"
"1439","0.96875","0.96875","0.96875"
"1440","0.9375","0.9375","0.9375"
"1441","0.875","0.875","0.875"
"1442","1","1","1"
"1443","1","1","1"
"1444","0.90625","0.90625","0.90625"
"1445","0.9375","0.9375","0.9375"
"1446","0.96875","0.96875","0.96875"
"1447","0.96875","0.96875","0.96875"
"1448","0.9375","0.9375","0.9375"
"1449","1","1","1"
"1450","1","1","1"
"1451","0.96875","0.96875","0.96875"
"1452","1","1","1"
"1453","1","1","1"
"1454","0.96875","0.96875","0.96875"
"1455","1","1","1"
"1456","1","1","1"
"1457","0.96875","0.96875","0.96875"
"1458","0.9375","0.9375","0.9375"
"1459","0.9375","0.9375","0.9375"
"1460","0.96875","0.96875","0.96875"
"1461","1","1","1"
"1462","0.96875","0.96875","0.96875"
"1463","0.90625","0.90625","0.90625"
"1464","0.9375","0.9375","0.9375"
"1465","0.96875","0.96875","0.96875"
"1466","1","1","1"
"1467","0.9375","0.9375","0.9375"
"1468","1","1","1"
"1469","1","1","1"
"1470","0.90625","0.90625","0.90625"
"1471","0.9375","0.9375","0.9375"
"1472","0.96875","0.96875","0.96875"
"1473","0.96875","0.96875","0.96875"
"1474","0.96875","0.96875","0.96875"
"1475","0.96875","0.96875","0.96875"
"1476","0.96875","0.96875","0.96875"
"1477","1","1","1"
"1478","0.90625","0.90625","0.90625"
"1479","0.90625","0.90625","0.90625"
"1480","1","1","1"
"1481","0.96875","0.96875","0.96875"
"1482","0.96875","0.96875","0.96875"
"1483","1","1","1"
"1484","1","1","1"
"1485","0.96875","0.96875","0.96875"
"1486","1","1","1"
"1487","0.96875","0.96875","0.96875"
"1488","1","1","1"
"1489","0.9375","0.9375","0.9375"
"1490","0.96875","0.96875","0.96875"
"1491","0.96875","0.96875","0.96875"
"1492","0.90625","0.90625","0.90625"
"1493","0.9375","0.9375","0.9375"
"1494","1","1","1"
"1495","0.9375","0.9375","0.9375"
"1496","1","1","1"
"1497","1","1","1"
"1498","0.9375","0.9375","0.9375"
"1499","1","1","1"
"1500","0.9375","0.9375","0.9375"
"1501","1","1","1"
"1502","0.90625","0.90625","0.90625"
"1504","0.9375","0.9375","0.9375"
"1505","0.90625","0.90625","0.90625"
"1506","0.90625","0.90625","0.90625"
"1507","1","1","1"
"1508","0.96875","0.96875","0.96875"
"1509","0.96875","0.96875","0.96875"
"1510","0.90625","0.90625","0.90625"
"1511","1","1","1"
"1512","0.84375","0.84375","0.84375"
"1513","0.90625","0.90625","0.90625"
"1514","0.96875","0.96875","0.96875"
"1515","0.9375","0.9375","0.9375"
"1516","1","1","1"
"1517","0.90625","0.90625","0.90625"
"1518","0.96875","0.96875","0.96875"
"1519","0.875","0.875","0.875"
"1520","0.96875","0.96875","0.96875"
"1521","1","1","1"
"1522","0.96875","0.96875","0.96875"
"1523","1","1","1"
"1524","0.84375","0.84375","0.84375"
"1525","0.96875","0.96875","0.96875"
"1526","0.9375","0.9375","0.9375"
"1527","0.9375","0.9375","0.9375"
"1528","1","1","1"
"1529","0.90625","0.90625","0.90625"
"1530","0.96875","0.96875","0.96875"
"1531","0.9375","0.9375","0.9375"
"1532","0.9375","0.9375","0.9375"
"1533","1","1","1"
"1534","0.96875","0.96875","0.96875"
"1535","0.9375","0.9375","0.9375"
"1536","0.96875","0.96875","0.96875"
"1537","1","1","1"
"1538","1","1","1"
"1539","0.96875","0.96875","0.96875"
"1540","0.96875","0.96875","0.96875"
"1541","1","1","1"
"1542","0.9375","0.9375","0.9375"
"1543","1","1","1"
"1544","1","1","1"
"1545","0.9375","0.9375","0.9375"
"1546","0.96875","0.96875","0.96875"
"1547","0.90625","0.90625","0.90625"
"1548","0.96875","0.96875","0.96875"
"1549","0.90625","0.90625","0.90625"
"1550","0.90625","0.90625","0.90625"
"1551","0.9375","0.9375","0.9375"
"1552","0.90625","0.90625","0.90625"
"1553","0.90625","0.90625","0.90625"
"1554","0.96875","0.96875","0.96875"
"1555","1","1","1"
"1556","0.96875","0.96875","0.96875"
"1557","0.96875","0.96875","0.96875"
"1558","1","1","1"
"1559","1","1","1"
"1560","0.9375","0.9375","0.9375"
"1561","0.96875","0.96875","0.96875"
"1562","0.9375","0.9375","0.9375"
"1563","0.90625","0.90625","0.90625"
"1564","0.90625","0.90625","0.90625"
"1565","0.96875","0.96875","0.96875"
"1566","0.9375","0.9375","0.9375"
"1567","0.9375","0.9375","0.9375"
"1568","0.9375","0.9375","0.9375"
"1569","0.9375","0.9375","0.9375"
"1570","0.96875","0.96875","0.96875"
