"Step","0302125358 - train_accuracy","0302125358 - train_accuracy__MIN","0302125358 - train_accuracy__MAX"
"2407","0.9375","0.9375","0.9375"
"2408","1","1","1"
"2409","0.9375","0.9375","0.9375"
"2410","1","1","1"
"2411","0.96875","0.96875","0.96875"
"2412","0.96875","0.96875","0.96875"
"2413","1","1","1"
"2414","1","1","1"
"2415","0.96875","0.96875","0.96875"
"2416","1","1","1"
"2417","1","1","1"
"2418","1","1","1"
"2419","1","1","1"
"2420","0.96875","0.96875","0.96875"
"2421","1","1","1"
"2422","0.96875","0.96875","0.96875"
"2423","1","1","1"
"2424","1","1","1"
"2425","0.96875","0.96875","0.96875"
"2426","0.90625","0.90625","0.90625"
"2427","0.9375","0.9375","0.9375"
"2428","1","1","1"
"2429","1","1","1"
"2430","1","1","1"
"2431","0.96875","0.96875","0.96875"
"2432","1","1","1"
"2433","1","1","1"
"2434","0.9375","0.9375","0.9375"
"2435","0.9375","0.9375","0.9375"
"2436","1","1","1"
"2437","0.90625","0.90625","0.90625"
"2438","1","1","1"
"2439","0.9375","0.9375","0.9375"
"2440","1","1","1"
"2441","1","1","1"
"2442","0.96875","0.96875","0.96875"
"2443","0.9375","0.9375","0.9375"
"2444","1","1","1"
"2445","1","1","1"
"2446","0.96875","0.96875","0.96875"
"2447","1","1","1"
"2448","0.9375","0.9375","0.9375"
"2449","0.9375","0.9375","0.9375"
"2450","1","1","1"
"2451","0.90625","0.90625","0.90625"
"2452","0.96875","0.96875","0.96875"
"2453","1","1","1"
"2454","1","1","1"
"2455","0.96875","0.96875","0.96875"
"2456","0.9375","0.9375","0.9375"
"2457","0.96875","0.96875","0.96875"
"2458","0.90625","0.90625","0.90625"
"2459","0.96875","0.96875","0.96875"
"2460","0.96875","0.96875","0.96875"
"2461","0.875","0.875","0.875"
"2462","1","1","1"
"2463","1","1","1"
"2464","0.96875","0.96875","0.96875"
"2465","1","1","1"
"2466","1","1","1"
"2467","1","1","1"
"2468","0.90625","0.90625","0.90625"
"2469","1","1","1"
"2470","1","1","1"
"2471","1","1","1"
"2472","0.96875","0.96875","0.96875"
"2473","1","1","1"
"2474","1","1","1"
"2475","0.96875","0.96875","0.96875"
"2476","0.96875","0.96875","0.96875"
"2477","0.9375","0.9375","0.9375"
"2478","0.90625","0.90625","0.90625"
"2479","1","1","1"
"2480","0.96875","0.96875","0.96875"
"2481","1","1","1"
"2482","0.96875","0.96875","0.96875"
"2483","1","1","1"
"2484","1","1","1"
"2485","1","1","1"
"2486","0.96875","0.96875","0.96875"
"2487","1","1","1"
"2488","1","1","1"
"2489","1","1","1"
"2490","1","1","1"
"2491","0.96875","0.96875","0.96875"
"2492","1","1","1"
"2493","0.96875","0.96875","0.96875"
"2494","1","1","1"
"2495","0.96875","0.96875","0.96875"
"2496","1","1","1"
"2497","0.9375","0.9375","0.9375"
"2498","1","1","1"
"2499","0.9375","0.9375","0.9375"
"2500","0.9375","0.9375","0.9375"
"2501","1","1","1"
"2502","0.96875","0.96875","0.96875"
"2503","1","1","1"
"2504","1","1","1"
"2505","0.9375","0.9375","0.9375"
"2506","0.96875","0.96875","0.96875"
"2507","0.9375","0.9375","0.9375"
"2508","0.9375","0.9375","0.9375"
"2509","0.96875","0.96875","0.96875"
"2510","0.96875","0.96875","0.96875"
"2511","0.96875","0.96875","0.96875"
"2512","0.96875","0.96875","0.96875"
"2513","0.96875","0.96875","0.96875"
"2514","0.9375","0.9375","0.9375"
"2515","1","1","1"
"2516","1","1","1"
"2517","1","1","1"
"2518","0.84375","0.84375","0.84375"
"2519","0.96875","0.96875","0.96875"
"2520","0.96875","0.96875","0.96875"
"2521","0.96875","0.96875","0.96875"
"2522","0.9375","0.9375","0.9375"
"2523","1","1","1"
"2524","0.96875","0.96875","0.96875"
"2525","0.96875","0.96875","0.96875"
"2526","0.96875","0.96875","0.96875"
"2527","0.96875","0.96875","0.96875"
"2528","0.96875","0.96875","0.96875"
"2529","1","1","1"
"2530","1","1","1"
"2531","0.90625","0.90625","0.90625"
"2532","0.96875","0.96875","0.96875"
"2533","0.96875","0.96875","0.96875"
"2534","0.96875","0.96875","0.96875"
"2535","1","1","1"
"2536","0.96875","0.96875","0.96875"
"2537","1","1","1"
"2538","1","1","1"
"2539","0.9375","0.9375","0.9375"
"2540","1","1","1"
"2541","1","1","1"
"2542","0.96875","0.96875","0.96875"
"2543","0.96875","0.96875","0.96875"
"2544","1","1","1"
"2545","0.96875","0.96875","0.96875"
"2546","1","1","1"
"2547","0.96875","0.96875","0.96875"
"2548","0.96875","0.96875","0.96875"
"2549","1","1","1"
"2550","0.9375","0.9375","0.9375"
"2551","0.96875","0.96875","0.96875"
"2552","1","1","1"
"2553","0.9375","0.9375","0.9375"
"2554","1","1","1"
"2555","0.9375","0.9375","0.9375"
"2556","1","1","1"
"2557","0.90625","0.90625","0.90625"
"2558","0.96875","0.96875","0.96875"
"2559","1","1","1"
"2560","0.90625","0.90625","0.90625"
"2561","0.96875","0.96875","0.96875"
"2562","0.9375","0.9375","0.9375"
"2563","0.9375","0.9375","0.9375"
"2564","0.84375","0.84375","0.84375"
"2565","1","1","1"
"2566","1","1","1"
"2567","1","1","1"
"2568","1","1","1"
"2569","0.96875","0.96875","0.96875"
"2570","1","1","1"
"2571","1","1","1"
"2572","0.9375","0.9375","0.9375"
"2573","0.96875","0.96875","0.96875"
"2574","0.96875","0.96875","0.96875"
"2575","0.96875","0.96875","0.96875"
"2576","0.96875","0.96875","0.96875"
"2577","0.9375","0.9375","0.9375"
"2578","1","1","1"
"2579","0.96875","0.96875","0.96875"
"2580","0.96875","0.96875","0.96875"
"2581","1","1","1"
"2582","1","1","1"
"2583","1","1","1"
"2584","1","1","1"
"2585","0.96875","0.96875","0.96875"
"2586","0.96875","0.96875","0.96875"
"2587","1","1","1"
"2588","0.96875","0.96875","0.96875"
"2589","0.96875","0.96875","0.96875"
"2590","1","1","1"
"2591","0.9375","0.9375","0.9375"
"2592","0.96875","0.96875","0.96875"
"2593","1","1","1"
"2594","1","1","1"
"2595","0.96875","0.96875","0.96875"
"2596","1","1","1"
"2597","1","1","1"
"2598","1","1","1"
"2599","1","1","1"
"2600","0.96875","0.96875","0.96875"
"2601","0.90625","0.90625","0.90625"
"2602","1","1","1"
"2603","1","1","1"
"2604","1","1","1"
"2605","1","1","1"
"2606","0.96875","0.96875","0.96875"
"2607","0.9375","0.9375","0.9375"
"2608","1","1","1"
"2609","0.96875","0.96875","0.96875"
"2610","0.96875","0.96875","0.96875"
"2611","1","1","1"
"2612","0.9375","0.9375","0.9375"
"2613","1","1","1"
"2614","1","1","1"
"2615","1","1","1"
"2616","1","1","1"
"2617","1","1","1"
"2618","1","1","1"
"2619","0.96875","0.96875","0.96875"
"2620","0.96875","0.96875","0.96875"
"2621","0.96875","0.96875","0.96875"
"2622","0.96875","0.96875","0.96875"
"2623","0.96875","0.96875","0.96875"
"2624","1","1","1"
"2625","1","1","1"
"2626","1","1","1"
"2627","1","1","1"
"2628","0.9375","0.9375","0.9375"
"2629","1","1","1"
"2630","0.96875","0.96875","0.96875"
"2632","1","1","1"
"2633","0.9375","0.9375","0.9375"
"2634","1","1","1"
"2635","0.9375","0.9375","0.9375"
"2636","0.90625","0.90625","0.90625"
"2637","1","1","1"
"2638","1","1","1"
"2639","1","1","1"
"2640","0.96875","0.96875","0.96875"
"2641","0.96875","0.96875","0.96875"
"2642","1","1","1"
"2643","0.96875","0.96875","0.96875"
"2644","1","1","1"
"2645","0.9375","0.9375","0.9375"
"2646","1","1","1"
"2647","0.96875","0.96875","0.96875"
"2648","0.96875","0.96875","0.96875"
"2649","1","1","1"
"2650","0.96875","0.96875","0.96875"
"2651","1","1","1"
"2652","0.9375","0.9375","0.9375"
"2653","0.96875","0.96875","0.96875"
"2654","0.96875","0.96875","0.96875"
"2655","0.96875","0.96875","0.96875"
"2656","1","1","1"
"2657","0.96875","0.96875","0.96875"
"2658","1","1","1"
"2659","0.96875","0.96875","0.96875"
"2660","1","1","1"
"2661","1","1","1"
"2662","0.96875","0.96875","0.96875"
"2663","0.96875","0.96875","0.96875"
"2664","1","1","1"
"2665","0.96875","0.96875","0.96875"
"2666","0.96875","0.96875","0.96875"
"2667","0.9375","0.9375","0.9375"
"2668","0.9375","0.9375","0.9375"
"2669","1","1","1"
"2670","0.96875","0.96875","0.96875"
"2671","0.96875","0.96875","0.96875"
"2672","0.96875","0.96875","0.96875"
"2673","0.9375","0.9375","0.9375"
"2674","0.96875","0.96875","0.96875"
"2675","0.96875","0.96875","0.96875"
"2676","0.96875","0.96875","0.96875"
"2677","1","1","1"
"2678","1","1","1"
"2679","0.96875","0.96875","0.96875"
"2680","0.875","0.875","0.875"
"2681","1","1","1"
"2682","0.96875","0.96875","0.96875"
"2683","1","1","1"
"2684","0.96875","0.96875","0.96875"
"2685","0.96875","0.96875","0.96875"
"2686","1","1","1"
"2687","0.96875","0.96875","0.96875"
"2688","0.96875","0.96875","0.96875"
"2689","1","1","1"
"2690","1","1","1"
"2691","0.96875","0.96875","0.96875"
"2692","1","1","1"
"2693","0.96875","0.96875","0.96875"
"2694","0.90625","0.90625","0.90625"
"2695","1","1","1"
"2696","1","1","1"
"2697","0.9375","0.9375","0.9375"
"2698","1","1","1"
"2699","1","1","1"
"2700","0.90625","0.90625","0.90625"
"2701","1","1","1"
"2702","0.96875","0.96875","0.96875"
"2703","0.9375","0.9375","0.9375"
"2704","1","1","1"
"2705","1","1","1"
"2706","0.96875","0.96875","0.96875"
"2707","1","1","1"
"2708","1","1","1"
"2709","1","1","1"
"2710","1","1","1"
"2711","1","1","1"
"2712","1","1","1"
"2713","0.9375","0.9375","0.9375"
"2714","1","1","1"
"2715","0.90625","0.90625","0.90625"
"2716","1","1","1"
"2717","0.9375","0.9375","0.9375"
"2718","1","1","1"
"2719","1","1","1"
"2720","1","1","1"
"2721","1","1","1"
"2722","0.96875","0.96875","0.96875"
"2723","0.96875","0.96875","0.96875"
"2724","1","1","1"
"2725","0.96875","0.96875","0.96875"
"2726","1","1","1"
"2727","0.96875","0.96875","0.96875"
"2728","0.96875","0.96875","0.96875"
"2729","0.96875","0.96875","0.96875"
"2730","1","1","1"
"2731","1","1","1"
"2732","1","1","1"
"2733","1","1","1"
"2734","0.96875","0.96875","0.96875"
"2735","0.96875","0.96875","0.96875"
"2736","1","1","1"
"2737","1","1","1"
"2738","0.96875","0.96875","0.96875"
"2739","1","1","1"
"2740","0.90625","0.90625","0.90625"
"2741","0.9375","0.9375","0.9375"
"2742","0.9375","0.9375","0.9375"
"2743","1","1","1"
"2744","1","1","1"
"2745","0.9375","0.9375","0.9375"
"2746","1","1","1"
"2747","1","1","1"
"2748","0.9375","0.9375","0.9375"
"2749","1","1","1"
"2750","1","1","1"
"2751","0.96875","0.96875","0.96875"
"2752","1","1","1"
"2753","0.96875","0.96875","0.96875"
"2754","0.9375","0.9375","0.9375"
"2755","1","1","1"
"2756","1","1","1"
"2757","1","1","1"
"2758","0.96875","0.96875","0.96875"
"2759","1","1","1"
"2760","1","1","1"
"2761","1","1","1"
"2762","1","1","1"
"2763","0.9375","0.9375","0.9375"
"2764","0.96875","0.96875","0.96875"
"2765","1","1","1"
"2766","0.96875","0.96875","0.96875"
"2767","1","1","1"
"2768","1","1","1"
"2769","1","1","1"
"2770","0.96875","0.96875","0.96875"
"2771","0.96875","0.96875","0.96875"
"2772","0.96875","0.96875","0.96875"
"2773","1","1","1"
"2774","0.96875","0.96875","0.96875"
"2775","1","1","1"
"2776","0.90625","0.90625","0.90625"
"2777","0.96875","0.96875","0.96875"
"2778","1","1","1"
"2779","0.9375","0.9375","0.9375"
"2780","1","1","1"
"2781","1","1","1"
"2782","0.96875","0.96875","0.96875"
"2783","1","1","1"
"2784","0.96875","0.96875","0.96875"
"2785","0.9375","0.9375","0.9375"
"2786","1","1","1"
"2787","1","1","1"
"2788","1","1","1"
"2789","0.96875","0.96875","0.96875"
"2790","0.96875","0.96875","0.96875"
"2791","1","1","1"
"2792","1","1","1"
"2793","1","1","1"
"2794","1","1","1"
"2795","0.9375","0.9375","0.9375"
"2796","1","1","1"
"2797","1","1","1"
"2798","0.96875","0.96875","0.96875"
"2799","0.96875","0.96875","0.96875"
"2800","0.96875","0.96875","0.96875"
"2801","1","1","1"
"2802","1","1","1"
"2803","0.9375","0.9375","0.9375"
"2804","0.9375","0.9375","0.9375"
"2805","1","1","1"
"2806","0.96875","0.96875","0.96875"
"2807","0.96875","0.96875","0.96875"
"2808","1","1","1"
"2809","0.9375","0.9375","0.9375"
"2810","1","1","1"
"2811","0.9375","0.9375","0.9375"
"2812","1","1","1"
"2813","0.96875","0.96875","0.96875"
"2814","1","1","1"
"2815","1","1","1"
"2816","0.96875","0.96875","0.96875"
"2817","0.9375","0.9375","0.9375"
"2818","0.96875","0.96875","0.96875"
"2819","1","1","1"
"2820","1","1","1"
"2821","1","1","1"
"2822","1","1","1"
"2823","1","1","1"
"2824","1","1","1"
"2825","0.90625","0.90625","0.90625"
"2826","0.9375","0.9375","0.9375"
"2827","1","1","1"
"2828","1","1","1"
"2829","0.96875","0.96875","0.96875"
"2830","0.96875","0.96875","0.96875"
"2831","1","1","1"
"2832","0.90625","0.90625","0.90625"
"2833","1","1","1"
"2834","0.96875","0.96875","0.96875"
"2835","0.96875","0.96875","0.96875"
"2836","1","1","1"
"2837","0.9375","0.9375","0.9375"
"2838","0.96875","0.96875","0.96875"
"2839","0.90625","0.90625","0.90625"
"2840","1","1","1"
"2841","0.9375","0.9375","0.9375"
"2842","0.9375","0.9375","0.9375"
"2843","1","1","1"
"2844","0.9375","0.9375","0.9375"
"2845","0.96875","0.96875","0.96875"
"2846","0.96875","0.96875","0.96875"
"2847","1","1","1"
"2848","0.90625","0.90625","0.90625"
"2849","0.96875","0.96875","0.96875"
"2850","1","1","1"
"2851","0.9375","0.9375","0.9375"
"2852","1","1","1"
"2853","1","1","1"
"2854","0.96875","0.96875","0.96875"
"2855","1","1","1"
"2856","0.9375","0.9375","0.9375"
"2857","0.9375","0.9375","0.9375"
"2858","0.9375","0.9375","0.9375"
"2859","0.96875","0.96875","0.96875"
"2860","1","1","1"
"2861","0.90625","0.90625","0.90625"
"2862","0.96875","0.96875","0.96875"
"2863","1","1","1"
"2864","0.96875","0.96875","0.96875"
"2865","0.96875","0.96875","0.96875"
"2866","0.96875","0.96875","0.96875"
"2867","1","1","1"
"2868","1","1","1"
"2869","0.96875","0.96875","0.96875"
"2870","1","1","1"
"2871","0.96875","0.96875","0.96875"
"2872","0.96875","0.96875","0.96875"
"2873","1","1","1"
"2874","0.96875","0.96875","0.96875"
"2875","1","1","1"
"2876","0.96875","0.96875","0.96875"
"2877","1","1","1"
"2878","0.9375","0.9375","0.9375"
"2879","0.96875","0.96875","0.96875"
"2880","0.96875","0.96875","0.96875"
"2881","0.90625","0.90625","0.90625"
"2882","1","1","1"
"2883","1","1","1"
"2884","1","1","1"
"2885","1","1","1"
"2886","1","1","1"
"2887","1","1","1"
"2888","1","1","1"
"2889","1","1","1"
"2890","0.96875","0.96875","0.96875"
"2891","1","1","1"
"2892","0.96875","0.96875","0.96875"
"2893","0.9375","0.9375","0.9375"
"2894","0.9375","0.9375","0.9375"
"2895","0.96875","0.96875","0.96875"
"2896","1","1","1"
"2897","0.96875","0.96875","0.96875"
"2898","0.96875","0.96875","0.96875"
"2899","0.96875","0.96875","0.96875"
"2900","1","1","1"
"2901","1","1","1"
"2902","0.96875","0.96875","0.96875"
"2903","1","1","1"
"2904","1","1","1"
"2905","0.96875","0.96875","0.96875"
"2906","0.96875","0.96875","0.96875"
"2907","1","1","1"
"2908","0.9375","0.9375","0.9375"
"2909","0.9375","0.9375","0.9375"
"2910","0.96875","0.96875","0.96875"
"2911","0.90625","0.90625","0.90625"
"2912","0.90625","0.90625","0.90625"
"2913","0.96875","0.96875","0.96875"
"2914","0.96875","0.96875","0.96875"
"2915","1","1","1"
"2916","1","1","1"
"2917","0.84375","0.84375","0.84375"
"2918","0.9375","0.9375","0.9375"
"2919","0.875","0.875","0.875"
"2920","1","1","1"
"2921","0.96875","0.96875","0.96875"
"2922","1","1","1"
"2923","1","1","1"
"2924","0.96875","0.96875","0.96875"
"2925","0.96875","0.96875","0.96875"
"2926","1","1","1"
"2927","0.9375","0.9375","0.9375"
"2928","0.96875","0.96875","0.96875"
"2929","1","1","1"
"2930","0.96875","0.96875","0.96875"
"2931","1","1","1"
"2932","1","1","1"
"2933","1","1","1"
"2934","0.9375","0.9375","0.9375"
"2935","1","1","1"
"2936","1","1","1"
"2937","0.96875","0.96875","0.96875"
"2938","0.96875","0.96875","0.96875"
"2939","1","1","1"
"2940","1","1","1"
"2941","1","1","1"
"2942","1","1","1"
"2943","1","1","1"
"2944","0.9375","0.9375","0.9375"
"2945","1","1","1"
"2946","0.96875","0.96875","0.96875"
"2947","0.9375","0.9375","0.9375"
"2948","1","1","1"
"2949","1","1","1"
"2950","1","1","1"
"2951","1","1","1"
"2952","1","1","1"
"2953","1","1","1"
"2954","1","1","1"
"2955","0.96875","0.96875","0.96875"
"2956","0.96875","0.96875","0.96875"
"2957","1","1","1"
"2958","0.90625","0.90625","0.90625"
"2959","0.9375","0.9375","0.9375"
"2960","0.90625","0.90625","0.90625"
"2961","1","1","1"
"2962","1","1","1"
"2963","0.96875","0.96875","0.96875"
"2964","0.96875","0.96875","0.96875"
"2965","1","1","1"
"2966","0.96875","0.96875","0.96875"
"2967","1","1","1"
"2968","1","1","1"
"2969","0.96875","0.96875","0.96875"
"2970","1","1","1"
"2971","1","1","1"
"2972","0.96875","0.96875","0.96875"
"2973","1","1","1"
"2974","1","1","1"
"2975","0.96875","0.96875","0.96875"
"2976","0.9375","0.9375","0.9375"
"2977","1","1","1"
"2978","1","1","1"
"2979","0.96875","0.96875","0.96875"
"2980","0.9375","0.9375","0.9375"
"2981","1","1","1"
"2982","1","1","1"
"2983","1","1","1"
"2984","0.90625","0.90625","0.90625"
"2985","1","1","1"
"2986","1","1","1"
"2987","1","1","1"
"2988","0.90625","0.90625","0.90625"
"2989","1","1","1"
"2990","1","1","1"
"2991","0.96875","0.96875","0.96875"
"2992","0.96875","0.96875","0.96875"
"2993","0.96875","0.96875","0.96875"
"2994","1","1","1"
"2995","0.96875","0.96875","0.96875"
"2996","1","1","1"
"2997","0.96875","0.96875","0.96875"
"2998","1","1","1"
"2999","0.96875","0.96875","0.96875"
"3000","0.9375","0.9375","0.9375"
"3001","0.9375","0.9375","0.9375"
"3002","1","1","1"
"3003","1","1","1"
"3004","0.96875","0.96875","0.96875"
"3005","1","1","1"
"3006","1","1","1"
"3008","0.9375","0.9375","0.9375"
"3009","0.96875","0.96875","0.96875"
"3010","0.96875","0.96875","0.96875"
"3011","1","1","1"
"3012","0.96875","0.96875","0.96875"
"3013","1","1","1"
"3014","0.96875","0.96875","0.96875"
"3015","1","1","1"
"3016","1","1","1"
"3017","0.90625","0.90625","0.90625"
"3018","0.96875","0.96875","0.96875"
"3019","0.96875","0.96875","0.96875"
"3020","1","1","1"
"3021","0.9375","0.9375","0.9375"
"3022","0.96875","0.96875","0.96875"
"3023","0.96875","0.96875","0.96875"
"3024","1","1","1"
"3025","1","1","1"
"3026","1","1","1"
"3027","1","1","1"
"3028","0.96875","0.96875","0.96875"
"3029","0.96875","0.96875","0.96875"
"3030","1","1","1"
"3031","1","1","1"
"3032","1","1","1"
"3033","1","1","1"
"3034","1","1","1"
"3035","0.9375","0.9375","0.9375"
"3036","0.96875","0.96875","0.96875"
"3037","1","1","1"
"3038","0.96875","0.96875","0.96875"
"3039","0.96875","0.96875","0.96875"
"3040","0.90625","0.90625","0.90625"
"3041","0.96875","0.96875","0.96875"
"3042","0.96875","0.96875","0.96875"
"3043","1","1","1"
"3044","0.96875","0.96875","0.96875"
"3045","0.96875","0.96875","0.96875"
"3046","1","1","1"
"3047","0.90625","0.90625","0.90625"
"3048","0.96875","0.96875","0.96875"
"3049","1","1","1"
"3050","0.96875","0.96875","0.96875"
"3051","1","1","1"
"3052","1","1","1"
"3053","0.90625","0.90625","0.90625"
"3054","0.96875","0.96875","0.96875"
"3055","0.90625","0.90625","0.90625"
"3056","0.9375","0.9375","0.9375"
"3057","0.9375","0.9375","0.9375"
"3058","0.96875","0.96875","0.96875"
"3059","1","1","1"
"3060","1","1","1"
"3061","0.96875","0.96875","0.96875"
"3062","1","1","1"
"3063","1","1","1"
"3064","1","1","1"
"3065","0.96875","0.96875","0.96875"
"3066","1","1","1"
"3067","0.9375","0.9375","0.9375"
"3068","1","1","1"
"3069","0.90625","0.90625","0.90625"
"3070","0.96875","0.96875","0.96875"
"3071","1","1","1"
"3072","0.96875","0.96875","0.96875"
"3073","0.96875","0.96875","0.96875"
"3074","1","1","1"
"3075","0.96875","0.96875","0.96875"
"3076","1","1","1"
"3077","0.9375","0.9375","0.9375"
"3078","0.9375","0.9375","0.9375"
"3079","0.9375","0.9375","0.9375"
"3080","0.96875","0.96875","0.96875"
"3081","0.90625","0.90625","0.90625"
"3082","0.96875","0.96875","0.96875"
"3083","0.96875","0.96875","0.96875"
"3084","0.96875","0.96875","0.96875"
"3085","0.96875","0.96875","0.96875"
"3086","1","1","1"
"3087","0.96875","0.96875","0.96875"
"3088","1","1","1"
"3089","0.96875","0.96875","0.96875"
"3090","0.96875","0.96875","0.96875"
"3091","1","1","1"
"3092","1","1","1"
"3093","0.96875","0.96875","0.96875"
"3094","0.96875","0.96875","0.96875"
"3095","0.9375","0.9375","0.9375"
"3096","0.9375","0.9375","0.9375"
"3097","1","1","1"
"3098","0.9375","0.9375","0.9375"
"3099","0.96875","0.96875","0.96875"
"3100","1","1","1"
"3101","0.9375","0.9375","0.9375"
"3102","0.96875","0.96875","0.96875"
"3103","0.96875","0.96875","0.96875"
"3104","1","1","1"
"3105","0.96875","0.96875","0.96875"
"3106","0.96875","0.96875","0.96875"
"3107","0.96875","0.96875","0.96875"
"3108","1","1","1"
"3109","0.96875","0.96875","0.96875"
"3110","1","1","1"
"3111","0.96875","0.96875","0.96875"
"3112","1","1","1"
"3113","1","1","1"
"3114","1","1","1"
"3115","1","1","1"
"3116","0.9375","0.9375","0.9375"
"3117","0.9375","0.9375","0.9375"
"3118","0.9375","0.9375","0.9375"
"3119","1","1","1"
"3120","0.96875","0.96875","0.96875"
"3121","1","1","1"
"3122","0.9375","0.9375","0.9375"
"3123","1","1","1"
"3124","0.96875","0.96875","0.96875"
"3125","1","1","1"
"3126","0.96875","0.96875","0.96875"
"3127","1","1","1"
"3128","1","1","1"
"3129","1","1","1"
"3130","0.96875","0.96875","0.96875"
"3131","1","1","1"
"3132","0.96875","0.96875","0.96875"
"3133","1","1","1"
"3134","1","1","1"
"3135","1","1","1"
"3136","0.9375","0.9375","0.9375"
"3137","1","1","1"
"3138","0.96875","0.96875","0.96875"
"3139","0.96875","0.96875","0.96875"
"3140","0.96875","0.96875","0.96875"
"3141","0.96875","0.96875","0.96875"
"3142","0.96875","0.96875","0.96875"
"3143","1","1","1"
"3144","0.96875","0.96875","0.96875"
"3145","1","1","1"
"3146","1","1","1"
"3147","1","1","1"
"3148","0.9375","0.9375","0.9375"
"3149","1","1","1"
"3150","1","1","1"
"3151","0.96875","0.96875","0.96875"
"3152","1","1","1"
"3153","0.90625","0.90625","0.90625"
"3154","0.96875","0.96875","0.96875"
"3155","0.9375","0.9375","0.9375"
"3156","0.96875","0.96875","0.96875"
"3157","0.96875","0.96875","0.96875"
"3158","1","1","1"
"3159","1","1","1"
"3160","1","1","1"
"3161","0.96875","0.96875","0.96875"
"3162","1","1","1"
"3163","1","1","1"
"3164","0.96875","0.96875","0.96875"
"3165","0.9375","0.9375","0.9375"
"3166","1","1","1"
"3167","1","1","1"
"3168","0.96875","0.96875","0.96875"
"3169","0.96875","0.96875","0.96875"
"3170","0.96875","0.96875","0.96875"
"3171","1","1","1"
"3172","0.96875","0.96875","0.96875"
"3173","1","1","1"
"3174","0.875","0.875","0.875"
"3175","0.96875","0.96875","0.96875"
"3176","0.96875","0.96875","0.96875"
"3177","0.96875","0.96875","0.96875"
"3178","1","1","1"
"3179","0.96875","0.96875","0.96875"
"3180","1","1","1"
"3181","1","1","1"
"3182","0.9375","0.9375","0.9375"
"3183","1","1","1"
"3184","1","1","1"
"3185","1","1","1"
"3186","0.96875","0.96875","0.96875"
"3187","0.96875","0.96875","0.96875"
"3188","1","1","1"
"3189","1","1","1"
"3190","0.96875","0.96875","0.96875"
"3191","1","1","1"
"3192","0.96875","0.96875","0.96875"
"3193","1","1","1"
"3194","1","1","1"
"3195","0.96875","0.96875","0.96875"
"3196","1","1","1"
"3197","1","1","1"
"3198","0.9375","0.9375","0.9375"
"3199","1","1","1"
"3200","1","1","1"
"3201","0.96875","0.96875","0.96875"
"3202","1","1","1"
"3203","0.96875","0.96875","0.96875"
"3204","1","1","1"
"3205","1","1","1"
"3206","1","1","1"
"3207","1","1","1"
"3208","0.96875","0.96875","0.96875"
"3209","1","1","1"
"3210","0.96875","0.96875","0.96875"
"3211","0.96875","0.96875","0.96875"
"3212","1","1","1"
"3213","0.90625","0.90625","0.90625"
"3214","1","1","1"
"3215","1","1","1"
"3216","1","1","1"
"3217","1","1","1"
"3218","1","1","1"
"3219","1","1","1"
"3220","1","1","1"
"3221","0.96875","0.96875","0.96875"
"3222","1","1","1"
"3223","0.96875","0.96875","0.96875"
"3224","0.96875","0.96875","0.96875"
"3225","1","1","1"
"3226","1","1","1"
"3227","0.96875","0.96875","0.96875"
"3228","1","1","1"
"3229","1","1","1"
"3230","0.96875","0.96875","0.96875"
"3231","1","1","1"
"3232","1","1","1"
"3233","1","1","1"
"3234","1","1","1"
"3235","1","1","1"
"3236","1","1","1"
"3237","0.96875","0.96875","0.96875"
"3238","1","1","1"
"3239","1","1","1"
"3240","0.96875","0.96875","0.96875"
"3241","1","1","1"
"3242","0.96875","0.96875","0.96875"
"3243","1","1","1"
"3244","1","1","1"
"3245","1","1","1"
"3246","0.96875","0.96875","0.96875"
"3247","0.9375","0.9375","0.9375"
"3248","1","1","1"
"3249","1","1","1"
"3250","1","1","1"
"3251","1","1","1"
"3252","0.96875","0.96875","0.96875"
"3253","1","1","1"
"3254","1","1","1"
"3255","0.90625","0.90625","0.90625"
"3256","0.90625","0.90625","0.90625"
"3257","1","1","1"
"3258","0.96875","0.96875","0.96875"
"3259","1","1","1"
"3260","1","1","1"
"3261","1","1","1"
"3262","1","1","1"
"3263","0.96875","0.96875","0.96875"
"3264","0.9375","0.9375","0.9375"
"3265","1","1","1"
"3266","1","1","1"
"3267","1","1","1"
"3268","0.96875","0.96875","0.96875"
"3269","0.9375","0.9375","0.9375"
"3270","1","1","1"
"3271","1","1","1"
"3272","0.96875","0.96875","0.96875"
"3273","0.96875","0.96875","0.96875"
"3274","1","1","1"
"3275","0.96875","0.96875","0.96875"
"3276","1","1","1"
"3277","1","1","1"
"3278","0.96875","0.96875","0.96875"
"3279","0.96875","0.96875","0.96875"
"3280","1","1","1"
"3281","0.96875","0.96875","0.96875"
"3282","1","1","1"
"3283","0.96875","0.96875","0.96875"
"3284","0.96875","0.96875","0.96875"
"3285","0.96875","0.96875","0.96875"
"3286","1","1","1"
"3287","0.96875","0.96875","0.96875"
"3288","0.96875","0.96875","0.96875"
"3289","0.96875","0.96875","0.96875"
"3290","0.96875","0.96875","0.96875"
"3291","1","1","1"
"3292","0.9375","0.9375","0.9375"
"3293","0.96875","0.96875","0.96875"
"3294","1","1","1"
"3295","1","1","1"
"3296","1","1","1"
"3297","1","1","1"
"3298","1","1","1"
"3299","1","1","1"
"3300","0.9375","0.9375","0.9375"
"3301","1","1","1"
"3302","0.96875","0.96875","0.96875"
"3303","0.9375","0.9375","0.9375"
"3304","1","1","1"
