epoch,batch,train_loss,train_accuracy
1,498,0.27485925,0.875
1,499,0.739337,0.875
1,500,0.31067103,0.75
1,501,0.2105921,0.875
1,502,0.4739865,0.75
1,503,0.5283104,0.875
1,504,0.042599805,1.0
1,505,0.26126266,0.75
1,506,0.099571645,1.0
1,507,0.30013752,0.75
1,508,0.045165185,1.0
1,509,0.5247193,0.875
1,510,0.7080378,0.625
1,511,0.045243412,1.0
1,512,0.016492415,1.0
1,513,0.13077605,1.0
1,514,0.03635362,1.0
1,515,0.42160854,0.875
1,516,0.6752594,0.875
1,517,0.28562644,0.75
1,518,0.08109272,1.0
1,519,0.035068445,1.0
1,520,0.027633198,1.0
1,521,0.32553524,0.875
1,522,0.0390147,1.0
1,523,0.35200775,0.875
1,524,0.54181534,0.875
1,525,0.25094786,0.875
1,526,0.3431465,0.75
1,527,0.069361515,1.0
1,528,0.13889933,1.0
1,529,0.24515654,0.75
1,530,0.36168855,0.875
1,531,0.077084206,1.0
1,532,0.03343895,1.0
1,533,0.083645724,1.0
1,534,0.08940317,1.0
1,535,0.034781463,1.0
1,536,0.03634893,1.0
1,537,0.70418686,0.75
1,538,0.526732,0.625
1,539,0.14472099,1.0
1,540,0.028548945,1.0
1,541,0.2217879,0.875
1,542,0.079591155,1.0
1,543,0.21804145,0.875
1,544,0.055496804,1.0
1,545,0.48746514,0.75
1,546,0.5748156,0.875
1,547,0.039814632,1.0
1,548,0.053781644,1.0
1,549,0.01654006,1.0
1,550,0.2838599,0.875
1,551,0.51431936,0.875
1,552,0.24022345,0.875
1,553,0.46871153,0.75
1,554,0.21847875,0.875
1,555,0.10526281,1.0
1,556,0.015832009,1.0
1,557,0.08765128,1.0
1,558,0.0741703,1.0
1,559,0.14737877,0.875
1,560,0.641339,0.75
1,561,0.2039521,1.0
1,562,0.089272134,1.0
1,563,0.48255736,0.75
1,564,0.07234056,1.0
1,565,0.20072106,0.875
1,566,0.35270318,0.875
1,567,0.45800772,0.75
1,568,0.25564623,0.75
1,569,0.30550715,0.875
1,570,0.1885355,0.875
1,571,0.080437474,1.0
1,572,0.16874766,1.0
1,573,0.904595,0.75
1,574,0.14313455,0.875
1,575,0.11421532,0.875
1,576,0.06815385,1.0
1,577,0.07144935,1.0
1,578,0.08372399,1.0
1,579,0.29553685,0.875
1,580,0.22532901,0.875
1,581,0.3432925,0.75
1,582,1.4258316,0.75
1,583,0.07524205,1.0
1,584,0.07106171,1.0
1,585,0.17698961,0.875
1,586,0.22123957,0.75
1,587,0.09366894,1.0
1,588,0.10653317,1.0
1,589,0.1299273,1.0
1,590,0.10355858,1.0
1,591,0.21816638,0.875
1,592,0.41029054,0.875
1,593,0.26379174,0.875
1,594,0.2077152,0.875
1,595,0.40448505,0.875
1,596,0.12431962,1.0
1,597,0.05549106,1.0
1,598,0.37725744,0.75
1,599,0.6725994,0.625
1,600,0.21796224,0.875
1,601,0.048865758,1.0
1,602,0.031623285,1.0
1,603,0.029035475,1.0
1,604,0.29479817,0.875
1,605,0.10530536,1.0
1,606,0.21758343,0.875
1,607,0.04114746,1.0
1,608,0.07056639,1.0
1,609,0.010694446,1.0
1,610,0.8522209,0.625
1,611,0.18383467,0.875
1,612,0.20226514,0.875
1,613,0.1336262,0.875
1,614,0.030985098,1.0
1,615,0.15554985,0.875
1,616,0.22285229,0.875
1,617,0.05338748,1.0
1,618,0.46115875,0.875
1,619,0.08113706,1.0
1,620,0.13432169,0.875
1,621,0.89929473,0.75
1,622,0.37042367,0.75
1,623,0.046422705,1.0
1,624,0.047419935,1.0
1,625,0.19214343,0.875
1,626,0.0195048,1.0
1,627,1.1200922,0.625
1,628,0.041087545,1.0
1,629,0.070291944,1.0
1,630,0.3395707,0.75
1,631,0.11746664,0.875
1,632,0.34864667,0.75
1,633,0.2519164,0.875
1,634,0.22795223,0.875
1,635,0.4835284,0.75
1,636,0.39586356,0.875
1,637,0.24240579,0.875
1,638,0.3530974,0.75
1,639,0.5149994,0.875
1,640,0.91126686,0.75
1,641,0.16156852,0.875
1,642,0.1624501,1.0
1,643,0.107558034,1.0
1,644,0.10211519,1.0
1,645,0.23766579,0.875
1,646,0.13608414,1.0
1,647,0.06610949,1.0
1,648,0.26976922,0.875
1,649,0.18969174,1.0
1,650,0.08072916,1.0
1,651,0.031195058,1.0
1,652,0.12691781,0.875
1,653,0.12706947,0.875
1,654,0.1899493,0.875
1,655,0.017585622,1.0
1,656,0.016638752,1.0
1,657,0.07805239,1.0
1,658,0.21861559,0.875
1,659,0.019856298,1.0
1,660,0.44202724,0.75
1,661,0.49613756,0.75
1,662,0.04726558,1.0
1,663,0.07140287,1.0
1,664,0.018172374,1.0
1,665,0.3433349,0.875
1,666,0.02792809,1.0
1,667,0.210364,0.875
1,668,1.0447725,0.75
1,669,0.28234679,0.875
1,670,0.19648275,0.875
1,671,0.17212765,0.875
1,672,0.16196366,0.875
1,673,0.6917587,0.75
1,674,1.9481138,0.75
1,675,0.3631629,0.875
1,676,0.3715816,0.875
1,677,0.14668831,0.875
1,678,0.31293342,1.0
1,679,0.41552046,0.875
1,680,0.211181,0.875
1,681,0.3414294,0.875
1,682,0.48398712,0.875
1,683,0.042764522,1.0
1,684,0.14708014,1.0
1,685,0.16423164,1.0
1,686,0.08465353,1.0
1,687,0.105909675,1.0
1,688,0.16202672,1.0
1,689,0.22208434,0.875
1,690,0.1730114,1.0
1,691,0.3067778,0.875
1,692,0.24554907,0.75
1,693,0.2555198,0.875
1,694,0.131434,0.875
1,695,0.024172772,1.0
1,696,0.060277186,1.0
1,697,0.115182094,0.875
1,698,0.047738194,1.0
1,699,0.4298226,0.875
1,700,0.0919942,1.0
1,701,0.3435955,0.875
1,702,0.056343094,1.0
1,703,0.09443696,1.0
1,704,0.22956042,0.875
1,705,0.27479294,0.875
1,706,0.035264608,1.0
1,707,0.46509215,0.875
1,708,0.32516003,0.875
1,709,0.6463071,0.875
1,710,0.36559638,0.75
1,711,1.3245845,0.625
1,712,0.24623331,0.875
1,713,0.8111598,0.75
1,714,0.45813823,0.75
1,715,0.2280062,0.875
1,716,0.24077754,0.875
1,717,0.28651792,0.75
1,718,0.24066578,0.875
1,719,0.19349994,1.0
1,720,0.107915476,1.0
1,721,0.31360766,0.875
1,722,0.028427009,1.0
1,723,0.090684384,1.0
1,724,0.6481159,0.625
1,725,0.4599219,0.875
1,726,0.037135456,1.0
1,727,0.30417672,0.875
1,728,0.1969635,0.875
1,729,0.015195696,1.0
1,730,0.12992632,0.875
1,731,0.4392095,0.875
1,732,0.0496434,1.0
1,733,0.052441295,1.0
1,734,0.19673437,0.875
1,735,0.06680292,1.0
1,736,0.31749624,0.875
1,737,0.21008107,0.875
1,738,0.016653685,1.0
1,739,0.7692143,0.875
1,740,0.25716662,0.875
1,741,0.057338826,1.0
1,742,0.21283714,0.875
1,743,0.025826553,1.0
1,744,0.42466274,0.875
1,745,0.033646096,1.0
1,746,0.096698254,1.0
1,747,0.1339112,0.875
1,748,0.012855856,1.0
1,749,0.093271144,1.0
1,750,0.06595728,1.0
1,751,0.25189966,0.875
1,752,0.05648693,1.0
1,753,0.34736976,0.875
1,754,0.19596107,0.875
1,755,0.08472456,1.0
1,756,0.37318292,0.75
1,757,0.3123229,0.75
1,758,0.016453521,1.0
1,759,0.013532888,1.0
1,760,0.09232959,1.0
1,761,0.047943544,1.0
1,762,0.08367541,1.0
1,763,0.34776685,0.875
1,764,0.0616404,1.0
1,765,0.6399157,0.875
1,766,0.091215655,1.0
1,767,0.071676925,1.0
1,768,0.022169704,1.0
1,769,0.2010405,0.875
1,770,0.09859229,1.0
1,771,0.24510373,0.875
1,772,0.073933005,1.0
1,773,0.24623331,0.875
1,774,0.12591061,1.0
1,775,0.11017156,0.875
1,776,0.0123593835,1.0
1,777,0.61620915,0.875
1,778,0.33326468,0.875
1,779,0.030904938,1.0
1,780,0.37446398,0.875
1,781,0.14149484,0.875
1,782,0.587208,0.75
1,783,0.087199174,1.0
1,784,0.03798835,1.0
1,785,0.34176284,0.875
1,786,0.10530961,0.875
1,787,0.57602787,0.75
1,788,0.017857082,1.0
1,789,0.18504609,0.875
1,790,0.055940434,1.0
1,791,0.23164861,0.875
1,792,0.05729588,1.0
1,793,0.087682255,1.0
1,794,0.03882584,1.0
1,795,0.22787945,0.875
1,796,0.07965023,1.0
1,797,0.5003971,0.875
1,798,0.2773259,0.875
1,799,0.8920919,0.75
1,800,0.042343885,1.0
1,801,0.32023472,0.875
1,802,0.60935974,0.75
1,803,0.10496044,1.0
1,804,0.12788588,1.0
1,805,0.30266258,0.875
1,806,0.2863253,0.875
1,807,0.17565463,1.0
1,808,0.2123726,0.875
1,809,0.046582796,1.0
1,810,0.24966314,0.875
1,811,0.035780706,1.0
1,812,0.7783191,0.75
1,813,1.10887,0.875
1,814,0.22507417,0.75
1,815,0.20039381,0.875
1,816,0.07400608,1.0
1,817,0.061457712,1.0
1,818,0.5146484,0.75
1,819,0.022407727,1.0
1,820,0.1839052,0.875
1,821,0.6431084,0.75
1,822,0.3652088,0.75
1,823,0.2607177,0.875
1,824,0.057956394,1.0
1,825,0.60653126,0.75
1,826,0.098186575,1.0
1,827,0.54152054,0.875
1,828,0.33178174,0.75
1,829,0.9238945,0.625
1,830,0.10913694,1.0
1,831,0.12820743,1.0
1,832,0.3716476,0.875
1,833,0.28609258,0.875
1,834,0.092615746,1.0
1,835,0.30559662,0.75
1,836,0.12038009,1.0
1,837,0.10646754,1.0
1,838,0.09150764,1.0
1,839,0.16106707,1.0
1,840,1.6091553,0.75
1,841,0.47621095,0.875
1,842,0.70976436,0.75
1,843,0.06739453,1.0
1,844,0.22972715,0.875
1,845,0.36751586,0.75
1,846,0.19913295,0.875
1,847,0.371251,0.75
1,848,0.09624063,1.0
1,849,0.08064685,1.0
1,850,0.4261338,0.75
1,851,0.5016786,0.875
1,852,0.16832662,0.875
1,853,0.14351326,0.875
1,854,0.08497812,1.0
1,855,0.11756012,1.0
1,856,0.070858195,1.0
1,857,0.06589688,1.0
1,858,0.06448121,1.0
1,859,0.1930553,0.875
1,860,0.6196041,0.75
1,861,0.09924481,1.0
1,862,0.35808706,0.875
1,863,0.21681151,0.875
1,864,0.108618386,1.0
1,865,0.087595835,1.0
1,866,0.2926215,0.875
1,867,0.19008306,0.875
1,868,0.12069116,1.0
1,869,0.029925356,1.0
1,870,0.12792374,0.875
1,871,0.1715251,1.0
1,872,0.14969866,1.0
1,873,0.08128804,1.0
1,874,0.0772932,1.0
1,875,0.30649403,0.875
1,876,0.29811072,0.875
1,877,1.158464,0.75
1,878,0.04628163,1.0
1,879,0.00918501,1.0
1,880,0.16013971,1.0
1,881,0.06882585,1.0
1,882,0.32398993,0.75
1,883,0.20492244,0.875
1,884,0.3906062,0.875
1,885,0.37125084,0.75
1,886,0.03319452,1.0
1,887,0.21702623,0.875
1,888,0.14745647,0.875
1,889,0.47819215,0.875
1,890,0.087355606,1.0
1,891,0.11873606,1.0
1,892,0.057370603,1.0
1,893,0.09086907,1.0
1,894,0.50934154,0.875
1,895,0.4499262,0.75
1,896,0.07082695,1.0
1,897,0.024864176,1.0
1,898,0.056519464,1.0
1,899,0.22225513,0.875
1,900,0.49206275,0.75
1,901,0.10272175,1.0
1,902,0.24463484,0.875
1,903,0.01850369,1.0
1,904,0.10124507,1.0
1,905,0.20568766,0.875
1,906,0.0686685,1.0
1,907,0.22514737,0.875
1,908,0.49512544,0.875
1,909,0.024196155,1.0
1,910,0.23115003,0.875
1,911,0.3473944,0.875
1,912,0.17215426,0.875
1,913,0.08301681,1.0
1,914,0.068655096,1.0
1,915,0.30737478,0.875
1,916,0.1663979,0.875
1,917,0.30583206,0.875
1,918,0.045407426,1.0
1,919,0.88041764,0.875
1,920,0.029829288,1.0
1,921,0.15292883,0.875
1,922,0.108950205,1.0
1,923,0.017760042,1.0
1,924,0.023048881,1.0
1,925,0.3812245,0.875
1,926,0.10544904,0.875
1,927,0.0055804434,1.0
1,928,0.037630934,1.0
1,929,0.56219554,0.75
1,930,0.06975197,1.0
1,931,0.28207198,0.75
1,932,0.2607456,0.875
1,933,0.9780145,0.625
1,934,0.1277149,1.0
1,935,0.008347876,1.0
1,936,0.2852959,0.875
1,937,0.15595509,0.875
1,938,0.047694553,1.0
1,939,0.7274472,0.75
1,940,0.053542495,1.0
1,941,0.4293987,0.625
1,942,0.050262526,1.0
1,943,0.23764741,0.875
1,944,0.051632248,1.0
1,945,0.07390937,1.0
1,946,0.2836269,0.875
1,947,0.33732864,0.875
1,948,0.5889776,0.875
1,949,0.067013666,1.0
1,950,0.24431264,0.875
1,951,0.10628443,1.0
1,952,0.18930973,1.0
1,953,0.061575502,1.0
1,954,0.25122443,0.875
1,955,0.15473905,1.0
1,956,0.049645554,1.0
1,957,0.11705101,1.0
1,958,0.09203638,1.0
1,959,0.20433459,0.875
1,960,0.17391764,0.875
1,961,0.0844421,1.0
1,962,0.048959658,1.0
1,963,0.013519044,1.0
1,964,0.25269076,0.875
1,965,0.06601716,1.0
1,966,0.27530107,0.875
1,967,0.11553008,0.875
1,968,0.21540602,0.875
1,969,0.28653023,0.875
1,970,0.009686238,1.0
1,971,0.060608536,1.0
1,972,0.053833753,1.0
1,973,0.117952585,0.875
1,974,0.015945038,1.0
1,975,0.0878961,1.0
1,976,0.57560426,0.875
1,977,0.66384435,0.625
1,978,0.45594817,0.875
1,979,0.13039362,1.0
1,980,0.04683018,1.0
1,981,0.013345695,1.0
1,982,0.38892138,0.875
1,983,0.2427863,0.875
1,984,0.022398721,1.0
1,985,0.18291895,0.875
1,986,0.044833466,1.0
1,987,0.99234676,0.875
1,988,1.5839113,0.625
1,989,0.14961097,1.0
1,990,0.18978655,0.875
1,991,0.41255686,0.875
1,992,0.066413336,1.0
1,993,0.076533444,1.0
1,994,0.3097468,0.875
1,995,0.08872025,1.0
1,996,0.13122438,0.875
1,997,0.32034674,0.875
1,998,0.14841278,1.0
